record_id,date,year,month,province,region,energy_type,installed_capacity_mw,generation_gwh,utilization_hours,average_temperature_c,precipitation_mm,wind_speed_m_s,solar_radiation_kwh_m2,grid_connection_rate_pct,investment_million_cny,policy_support_level
RE01341,2025-03-01,2025,3,内蒙古,华北,水电,1214.22,141.81,123.11,3.28,35.49,8.54,144.36,97.0,47.4,高
RE01359,2025-04-01,2025,4,内蒙古,华北,水电,1222.26,103.61,86.89,6.7,22.1,7.57,160.84,98.2,46.66,高
RE01377,2025-05-01,2025,5,内蒙古,华北,水电,1245.78,134.62,113.01,11.75,18.29,7.55,197.48,97.1,40.69,高
RE01395,2025-06-01,2025,6,内蒙古,华北,水电,1221.05,140.33,117.14,13.74,44.27,6.37,210.91,97.55,44.62,高
RE01413,2025-07-01,2025,7,内蒙古,华北,水电,1237.59,189.48,160.07,15.84,66.37,5.87,186.44,95.14,42.36,高
RE01431,2025-08-01,2025,8,内蒙古,华北,水电,1220.76,136.62,113.91,13.54,41.14,5.87,179.42,96.66,40.26,高
RE01449,2025-09-01,2025,9,内蒙古,华北,水电,1255.3,162.22,127.32,12.49,37.62,4.66,148.32,99.28,45.82,高
RE01467,2025-10-01,2025,10,内蒙古,华北,水电,1258.46,165.3,134.54,5.61,50.64,5.64,108.59,97.34,41.77,高
RE01485,2025-11-01,2025,11,内蒙古,华北,水电,1280.21,156.88,126.38,0.94,26.21,7.11,81.4,96.79,50.93,高
RE01503,2025-12-01,2025,12,内蒙古,华北,水电,1256.7,139.71,114.35,-0.69,27.91,7.9,99.66,97.81,54.77,高
RE00008,2019-01-01,2019,1,内蒙古,华北,风电,25125.27,5467.68,245.0,-1.95,41.8,7.66,118.87,89.54,1503.32,低
RE00026,2019-02-01,2019,2,内蒙古,华北,风电,26804.93,5737.85,245.0,-2.04,20.84,9.47,120.15,88.78,1129.11,低
RE00044,2019-03-01,2019,3,内蒙古,华北,风电,26031.75,5709.14,245.0,2.64,28.95,7.79,158.5,87.1,1879.61,低
RE00062,2019-04-01,2019,4,内蒙古,华北,风电,25622.6,5492.12,241.75,10.03,47.57,7.44,185.86,90.38,1352.68,低
RE00080,2019-05-01,2019,5,内蒙古,华北,风电,27257.88,5150.42,212.71,9.58,43.7,6.76,199.49,89.43,1662.07,低
RE00098,2019-06-01,2019,6,内蒙古,华北,风电,27444.92,4952.43,196.43,16.76,37.62,6.47,198.21,92.1,1525.42,低
RE00116,2019-07-01,2019,7,内蒙古,华北,风电,26681.57,4340.2,180.55,17.29,35.57,4.77,181.03,88.8,1843.83,低
RE00134,2019-08-01,2019,8,内蒙古,华北,风电,27541.54,4898.91,201.3,18.18,38.28,5.46,159.38,88.81,1237.54,低
RE00152,2019-09-01,2019,9,内蒙古,华北,风电,28603.85,5148.1,199.07,12.31,58.72,6.83,129.37,90.85,2002.57,低
RE00170,2019-10-01,2019,10,内蒙古,华北,风电,28239.44,4816.06,191.11,5.37,40.05,5.91,124.2,89.55,1550.9,低
RE00188,2019-11-01,2019,11,内蒙古,华北,风电,29663.15,5283.14,201.35,1.4,37.71,6.46,98.52,89.41,1940.09,低
RE00206,2019-12-01,2019,12,内蒙古,华北,风电,29420.57,5950.04,232.44,-3.68,45.31,7.27,115.62,88.13,2198.61,低
RE00224,2020-01-01,2020,1,内蒙古,华北,风电,28198.84,6062.35,245.0,0.1,11.92,9.72,93.25,88.46,1554.66,中
RE00242,2020-02-01,2020,2,内蒙古,华北,风电,29603.7,6529.19,245.0,-4.49,0.0,9.49,125.23,90.9,1951.75,中
RE00260,2020-03-01,2020,3,内蒙古,华北,风电,29198.68,6797.76,245.0,0.05,0.0,8.18,142.28,91.8,1822.09,中
RE00278,2020-04-01,2020,4,内蒙古,华北,风电,30470.31,6943.59,245.0,7.73,24.66,8.07,160.21,92.96,1526.12,中
RE00296,2020-05-01,2020,5,内蒙古,华北,风电,30764.16,6003.4,210.08,12.12,35.91,7.06,202.86,90.35,1646.99,中
RE00314,2020-06-01,2020,6,内蒙古,华北,风电,31459.7,5616.43,199.63,17.12,30.86,6.5,203.57,89.69,1867.8,中
RE00332,2020-07-01,2020,7,内蒙古,华北,风电,30925.98,5981.47,213.25,18.8,28.76,6.36,190.24,90.78,1971.74,中
RE00350,2020-08-01,2020,8,内蒙古,华北,风电,31615.28,5657.9,195.35,15.33,62.49,5.56,165.43,91.62,2111.26,中
RE00368,2020-09-01,2020,9,内蒙古,华北,风电,31578.87,5276.42,193.45,13.38,63.21,6.12,117.96,88.84,1597.39,中
RE00386,2020-10-01,2020,10,内蒙古,华北,风电,32533.21,5909.46,202.26,6.7,28.86,6.4,105.84,89.02,2030.61,中
RE00404,2020-11-01,2020,11,内蒙古,华北,风电,33316.2,6522.83,208.9,0.58,33.8,7.09,105.55,93.21,1951.7,中
RE00422,2020-12-01,2020,12,内蒙古,华北,风电,34267.52,7523.06,245.0,-0.35,38.74,8.55,92.84,89.82,2094.15,中
RE00440,2021-01-01,2021,1,内蒙古,华北,风电,32701.34,7117.02,241.53,-3.34,5.57,7.6,106.76,91.97,1779.74,中
RE00458,2021-02-01,2021,2,内蒙古,华北,风电,32967.56,7775.08,245.0,-2.44,13.03,8.76,113.97,94.45,1762.15,中
RE00476,2021-03-01,2021,3,内蒙古,华北,风电,35171.64,8032.81,245.0,2.26,37.81,7.83,159.12,92.71,1691.71,中
RE00494,2021-04-01,2021,4,内蒙古,华北,风电,34560.65,7161.32,226.16,6.67,45.75,7.06,169.87,92.4,2171.96,中
RE00512,2021-05-01,2021,5,内蒙古,华北,风电,34871.72,7275.79,225.82,11.5,31.62,7.21,204.34,92.27,1720.28,中
RE00530,2021-06-01,2021,6,内蒙古,华北,风电,35354.85,6024.02,191.93,14.72,49.84,6.24,191.56,91.26,2466.79,中
RE00548,2021-07-01,2021,7,内蒙古,华北,风电,35834.93,5946.44,176.18,15.72,62.27,5.15,206.02,90.94,2262.92,中
RE00566,2021-08-01,2021,8,内蒙古,华北,风电,35821.11,5155.7,157.68,17.3,42.87,5.02,169.08,90.59,1884.86,中
RE00584,2021-09-01,2021,9,内蒙古,华北,风电,36041.22,5923.42,177.68,17.49,38.58,5.63,151.31,91.63,1668.75,中
RE00602,2021-10-01,2021,10,内蒙古,华北,风电,36999.56,7236.13,211.79,7.52,7.34,6.26,117.4,90.65,2148.06,中
RE00620,2021-11-01,2021,11,内蒙古,华北,风电,36615.5,6941.85,210.5,3.73,20.62,6.55,96.03,92.08,1948.4,中
RE00638,2021-12-01,2021,12,内蒙古,华北,风电,37418.13,7834.03,232.22,-3.54,15.5,7.39,107.4,91.54,1888.22,中
RE00656,2022-01-01,2022,1,内蒙古,华北,风电,37948.03,8823.25,245.0,-2.56,22.1,9.51,91.59,94.76,2756.93,中
RE00674,2022-02-01,2022,2,内蒙古,华北,风电,37458.98,8557.65,245.0,-3.72,3.16,9.05,130.69,92.42,2461.97,中
RE00692,2022-03-01,2022,3,内蒙古,华北,风电,39366.76,8168.03,223.01,0.81,35.98,6.83,134.61,92.77,2156.73,中
RE00710,2022-04-01,2022,4,内蒙古,华北,风电,40149.08,9261.13,244.65,7.13,35.1,8.43,171.69,93.77,2710.32,中
RE00728,2022-05-01,2022,5,内蒙古,华北,风电,39485.27,7938.14,220.63,12.45,27.87,7.23,194.13,92.34,1915.16,中
RE00746,2022-06-01,2022,6,内蒙古,华北,风电,39946.45,8337.31,220.13,19.46,30.08,7.02,186.37,94.52,2727.98,中
RE00764,2022-07-01,2022,7,内蒙古,华北,风电,40478.81,7752.72,199.63,18.82,58.78,5.92,173.57,94.42,2428.3,中
RE00782,2022-08-01,2022,8,内蒙古,华北,风电,41420.9,6363.99,165.87,15.23,55.04,5.04,180.66,93.0,2270.43,中
RE00800,2022-09-01,2022,9,内蒙古,华北,风电,40618.09,6628.46,175.83,12.92,41.94,5.06,154.03,90.51,2415.6,中
RE00818,2022-10-01,2022,10,内蒙古,华北,风电,42270.58,8360.38,221.23,5.63,61.73,6.41,141.18,91.65,2867.92,中
RE00836,2022-11-01,2022,11,内蒙古,华北,风电,41818.93,8819.03,226.47,2.87,26.47,6.85,94.29,94.6,2538.95,中
RE00854,2022-12-01,2022,12,内蒙古,华北,风电,42013.8,9398.23,245.0,-2.1,0.71,8.98,103.53,90.92,2467.95,中
RE00872,2023-01-01,2023,1,内蒙古,华北,风电,42708.6,9401.56,235.08,-3.44,20.34,8.23,111.72,94.74,2299.08,高
RE00890,2023-02-01,2023,2,内蒙古,华北,风电,43251.36,9800.33,245.0,-2.12,17.5,8.4,123.46,94.28,2730.54,高
RE00908,2023-03-01,2023,3,内蒙古,华北,风电,44100.19,10671.04,245.0,-0.16,13.16,8.74,147.97,94.67,2314.63,高
RE00926,2023-04-01,2023,4,内蒙古,华北,风电,44106.45,9074.26,217.25,6.79,18.4,7.73,153.41,93.48,2993.49,高
RE00944,2023-05-01,2023,5,内蒙古,华北,风电,44128.99,9383.59,219.27,13.85,48.44,6.65,191.97,93.75,2032.03,高
RE00962,2023-06-01,2023,6,内蒙古,华北,风电,46218.34,6850.54,168.85,14.38,37.91,5.65,195.08,92.05,2735.42,高
RE00980,2023-07-01,2023,7,内蒙古,华北,风电,46085.9,10008.08,237.26,17.02,23.05,6.95,198.6,91.93,2441.46,高
RE00998,2023-08-01,2023,8,内蒙古,华北,风电,46375.86,8566.22,198.2,14.4,47.21,5.86,167.41,93.06,2670.68,高
RE01016,2023-09-01,2023,9,内蒙古,华北,风电,47054.98,7893.06,181.21,13.17,34.12,5.76,154.95,92.39,2773.06,高
RE01034,2023-10-01,2023,10,内蒙古,华北,风电,46801.75,9254.69,203.83,6.85,34.28,6.82,124.63,95.24,3307.44,高
RE01052,2023-11-01,2023,11,内蒙古,华北,风电,47984.02,10589.38,239.52,1.09,38.18,6.99,105.32,93.57,2947.72,高
RE01070,2023-12-01,2023,12,内蒙古,华北,风电,48199.63,10658.99,240.4,-2.32,22.69,7.44,87.2,92.62,2935.29,高
RE01088,2024-01-01,2024,1,内蒙古,华北,风电,48035.25,10821.52,245.0,-4.15,8.68,8.65,119.41,94.78,2376.8,高
RE01106,2024-02-01,2024,2,内蒙古,华北,风电,48423.27,11305.91,245.0,-4.55,0.35,8.97,129.39,95.5,3089.14,高
RE01124,2024-03-01,2024,3,内蒙古,华北,风电,48971.39,11482.68,245.0,2.87,12.28,8.92,130.61,95.35,2907.29,高
RE01142,2024-04-01,2024,4,内蒙古,华北,风电,51991.06,12161.37,245.0,3.71,33.16,7.92,169.76,94.0,2777.82,高
RE01160,2024-05-01,2024,5,内蒙古,华北,风电,50735.59,10866.36,235.39,13.79,26.45,7.52,177.03,93.16,2456.51,高
RE01178,2024-06-01,2024,6,内蒙古,华北,风电,52490.21,9617.91,197.53,17.21,41.21,6.62,201.68,95.06,2567.38,高
RE01196,2024-07-01,2024,7,内蒙古,华北,风电,53086.04,7766.53,155.52,14.19,51.32,4.55,196.09,94.35,2817.51,高
RE01214,2024-08-01,2024,8,内蒙古,华北,风电,51313.47,8989.05,184.56,16.6,46.86,5.57,185.57,95.3,3158.18,高
RE01232,2024-09-01,2024,9,内蒙古,华北,风电,54164.33,7708.16,152.47,10.19,59.93,4.86,153.51,94.2,2998.29,高
RE01250,2024-10-01,2024,10,内蒙古,华北,风电,53503.65,9235.79,184.99,2.46,57.81,5.55,135.41,93.75,2533.2,高
RE01268,2024-11-01,2024,11,内蒙古,华北,风电,54568.65,11129.83,215.12,2.89,43.56,6.26,98.58,94.73,2342.34,高
RE01286,2024-12-01,2024,12,内蒙古,华北,风电,56833.71,11243.78,206.45,-5.64,9.19,6.83,103.41,94.5,2966.22,高
RE01304,2025-01-01,2025,1,内蒙古,华北,风电,55345.43,13263.31,245.0,-4.1,7.28,8.42,107.55,98.19,3594.37,高
RE01322,2025-02-01,2025,2,内蒙古,华北,风电,57179.95,13546.21,245.0,-2.2,28.83,8.66,105.83,95.76,2928.84,高
RE01340,2025-03-01,2025,3,内蒙古,华北,风电,54648.7,13325.2,245.0,0.44,7.38,7.85,126.92,97.55,2961.57,高
RE01358,2025-04-01,2025,4,内蒙古,华北,风电,59156.84,13310.68,245.0,3.42,21.76,7.93,179.64,93.38,3786.88,高
RE01376,2025-05-01,2025,5,内蒙古,华北,风电,58729.62,12618.87,223.27,14.52,35.72,7.04,184.42,95.54,3926.23,高
RE01394,2025-06-01,2025,6,内蒙古,华北,风电,56966.2,12873.15,227.26,15.04,27.98,6.96,214.8,97.82,3215.58,高
RE01412,2025-07-01,2025,7,内蒙古,华北,风电,59610.28,8698.18,152.43,21.67,68.0,4.68,190.0,97.25,3071.47,高
RE01430,2025-08-01,2025,8,内蒙古,华北,风电,60649.92,9913.31,171.58,16.71,41.09,4.79,168.24,98.06,3410.05,高
RE01448,2025-09-01,2025,9,内蒙古,华北,风电,60684.66,10255.01,173.06,11.31,52.18,5.1,140.21,96.74,3378.78,高
RE01466,2025-10-01,2025,10,内蒙古,华北,风电,60848.72,12523.23,211.36,2.74,47.08,6.46,104.2,95.65,3218.52,高
RE01484,2025-11-01,2025,11,内蒙古,华北,风电,62334.44,11540.8,191.64,-0.05,51.64,6.48,120.46,96.56,3681.01,高
RE01502,2025-12-01,2025,12,内蒙古,华北,风电,61438.99,14623.46,245.0,-3.91,26.5,8.57,88.75,96.12,4133.79,高
RE00001,2019-01-01,2019,1,四川,西南,光伏,2543.6,217.66,96.66,4.04,58.43,4.21,77.23,88.38,139.71,低
RE00019,2019-02-01,2019,2,四川,西南,光伏,2638.67,271.94,117.74,4.58,48.37,4.55,89.69,87.37,131.94,低
RE00037,2019-03-01,2019,3,四川,西南,光伏,2636.47,306.91,134.29,13.31,46.06,5.1,119.8,88.38,119.66,低
RE00055,2019-04-01,2019,4,四川,西南,光伏,2753.87,298.41,126.46,14.15,94.25,4.42,146.28,87.17,142.6,低
RE00073,2019-05-01,2019,5,四川,西南,光伏,2722.84,272.52,115.42,21.1,120.77,3.87,141.85,87.67,121.22,低
RE00091,2019-06-01,2019,6,四川,西南,光伏,2761.43,328.25,135.48,25.76,126.09,3.82,160.86,86.41,103.4,低
RE00109,2019-07-01,2019,7,四川,西南,光伏,2793.75,337.03,134.9,26.49,136.9,2.38,158.29,87.32,139.16,低
RE00127,2019-08-01,2019,8,四川,西南,光伏,2807.03,301.51,122.19,25.33,129.17,2.5,128.78,88.48,131.36,低
RE00145,2019-09-01,2019,9,四川,西南,光伏,2958.7,258.11,97.97,23.21,162.5,2.77,115.41,88.78,113.65,低
RE00163,2019-10-01,2019,10,四川,西南,光伏,2990.03,285.5,109.02,14.08,130.19,3.6,102.01,87.49,133.47,低
RE00181,2019-11-01,2019,11,四川,西南,光伏,2908.44,204.23,79.85,12.03,86.23,4.32,62.51,87.41,183.4,低
RE00199,2019-12-01,2019,12,四川,西南,光伏,3074.31,270.26,99.97,10.65,71.68,4.95,73.71,90.22,134.38,低
RE00217,2020-01-01,2020,1,四川,西南,光伏,2983.14,297.53,110.13,5.65,37.26,4.59,89.54,89.76,144.45,低
RE00235,2020-02-01,2020,2,四川,西南,光伏,3181.75,300.51,106.06,10.55,51.59,4.47,85.2,88.3,101.99,低
RE00253,2020-03-01,2020,3,四川,西南,光伏,3176.84,394.64,135.27,13.97,42.77,5.07,130.62,91.79,179.8,低
RE00271,2020-04-01,2020,4,四川,西南,光伏,3221.83,410.4,137.88,13.94,78.66,4.51,134.02,89.71,142.95,低
RE00289,2020-05-01,2020,5,四川,西南,光伏,3148.62,381.48,133.02,21.87,97.38,2.41,147.12,89.8,160.08,低
RE00307,2020-06-01,2020,6,四川,西南,光伏,3294.18,352.51,120.86,28.05,115.98,3.81,145.06,88.87,163.27,低
RE00325,2020-07-01,2020,7,四川,西南,光伏,3338.01,349.59,119.81,29.75,149.44,3.62,140.61,88.95,179.9,低
RE00343,2020-08-01,2020,8,四川,西南,光伏,3192.06,293.47,106.0,27.21,122.24,3.07,111.38,87.85,161.23,低
RE00361,2020-09-01,2020,9,四川,西南,光伏,3421.07,314.14,102.24,24.18,161.45,2.48,102.12,89.06,158.67,低
RE00379,2020-10-01,2020,10,四川,西南,光伏,3590.29,334.25,103.93,16.86,138.76,2.59,97.96,91.04,176.17,低
RE00397,2020-11-01,2020,11,四川,西南,光伏,3510.34,289.43,92.88,11.74,112.25,4.21,71.94,89.37,147.35,低
RE00415,2020-12-01,2020,12,四川,西南,光伏,3482.98,302.29,99.3,8.89,73.4,4.49,89.48,88.73,170.01,低
RE00433,2021-01-01,2021,1,四川,西南,光伏,3587.22,321.38,98.74,6.52,69.41,4.71,82.29,91.78,173.49,中
RE00451,2021-02-01,2021,2,四川,西南,光伏,3689.16,370.73,114.28,6.61,70.72,5.4,92.75,89.61,184.23,中
RE00469,2021-03-01,2021,3,四川,西南,光伏,3808.45,444.15,126.73,14.19,55.81,4.77,114.11,91.52,191.3,中
RE00487,2021-04-01,2021,4,四川,西南,光伏,3674.71,359.65,109.76,16.26,79.08,4.48,109.64,90.47,205.42,中
RE00505,2021-05-01,2021,5,四川,西南,光伏,3916.85,436.89,123.82,22.51,91.97,4.89,139.5,90.21,189.81,中
RE00523,2021-06-01,2021,6,四川,西南,光伏,3846.61,387.96,114.98,29.68,128.28,2.77,132.57,89.21,188.42,中
RE00541,2021-07-01,2021,7,四川,西南,光伏,3908.04,460.73,130.3,32.88,143.72,3.76,147.38,90.31,195.7,中
RE00559,2021-08-01,2021,8,四川,西南,光伏,4014.34,450.57,124.36,24.47,143.02,4.19,127.69,90.89,182.08,中
RE00577,2021-09-01,2021,9,四川,西南,光伏,4034.88,386.58,108.89,22.71,153.89,2.86,125.18,89.99,163.03,中
RE00595,2021-10-01,2021,10,四川,西南,光伏,4068.13,306.71,85.15,17.39,139.71,4.14,75.12,88.69,217.68,中
RE00613,2021-11-01,2021,11,四川,西南,光伏,4133.96,347.02,91.51,12.47,112.16,3.96,84.06,92.48,195.28,中
RE00631,2021-12-01,2021,12,四川,西南,光伏,4189.99,365.03,97.82,4.22,84.11,4.74,83.12,89.08,216.51,中
RE00649,2022-01-01,2022,1,四川,西南,光伏,4371.99,461.31,120.76,5.31,48.02,4.67,85.33,88.79,204.74,中
RE00667,2022-02-01,2022,2,四川,西南,光伏,4403.49,460.59,115.44,7.56,28.55,5.06,89.99,91.05,180.18,中
RE00685,2022-03-01,2022,3,四川,西南,光伏,4363.7,464.31,117.98,12.38,68.34,5.88,117.55,90.08,220.46,中
RE00703,2022-04-01,2022,4,四川,西南,光伏,4542.03,558.24,133.77,15.11,54.33,5.14,120.54,91.57,229.35,中
RE00721,2022-05-01,2022,5,四川,西南,光伏,4472.1,537.68,131.25,23.02,100.49,3.43,146.46,92.38,230.16,中
RE00739,2022-06-01,2022,6,四川,西南,光伏,4426.41,452.52,111.82,31.18,153.75,3.75,145.26,91.22,205.73,中
RE00757,2022-07-01,2022,7,四川,西南,光伏,4713.98,571.76,130.48,27.11,138.34,2.97,148.61,90.87,268.57,中
RE00775,2022-08-01,2022,8,四川,西南,光伏,4747.49,527.35,118.76,26.44,128.05,4.2,129.22,93.59,216.87,中
RE00793,2022-09-01,2022,9,四川,西南,光伏,4861.54,445.08,97.59,24.68,118.88,2.74,91.76,92.0,239.21,中
RE00811,2022-10-01,2022,10,四川,西南,光伏,4815.03,498.59,114.19,19.62,113.73,3.92,100.1,92.74,241.47,中
RE00829,2022-11-01,2022,11,四川,西南,光伏,4726.17,440.24,101.58,10.15,114.42,4.56,84.8,94.4,118.66,中
RE00847,2022-12-01,2022,12,四川,西南,光伏,4939.83,438.86,95.85,8.29,58.92,3.92,64.1,91.48,275.24,中
RE00865,2023-01-01,2023,1,四川,西南,光伏,4970.18,544.29,119.12,7.19,39.98,4.5,89.65,93.36,249.42,中
RE00883,2023-02-01,2023,2,四川,西南,光伏,5001.73,601.19,125.76,5.71,23.84,4.74,97.61,93.49,235.06,中
RE00901,2023-03-01,2023,3,四川,西南,光伏,5334.99,597.82,119.02,13.16,61.56,4.29,118.08,94.26,295.52,中
RE00919,2023-04-01,2023,4,四川,西南,光伏,5305.44,557.97,116.94,14.93,83.02,4.15,133.26,92.06,219.55,中
RE00937,2023-05-01,2023,5,四川,西南,光伏,5455.82,597.06,120.29,21.43,85.18,4.01,135.45,92.27,242.49,中
RE00955,2023-06-01,2023,6,四川,西南,光伏,5423.43,706.98,137.83,27.74,120.4,3.06,149.37,93.42,238.07,中
RE00973,2023-07-01,2023,7,四川,西南,光伏,5525.45,657.61,128.47,27.44,129.65,3.0,142.62,92.72,307.81,中
RE00991,2023-08-01,2023,8,四川,西南,光伏,5512.71,594.82,113.24,26.78,160.91,4.12,128.98,94.5,214.75,中
RE01009,2023-09-01,2023,9,四川,西南,光伏,5733.75,552.75,103.86,22.04,129.3,3.31,111.37,93.95,313.31,中
RE01027,2023-10-01,2023,10,四川,西南,光伏,5736.62,510.72,96.25,17.38,124.37,2.54,79.87,92.87,268.97,中
RE01045,2023-11-01,2023,11,四川,西南,光伏,5728.83,523.97,100.05,11.11,101.57,4.72,84.09,92.68,277.39,中
RE01063,2023-12-01,2023,12,四川,西南,光伏,5774.41,531.77,97.93,5.33,76.13,4.79,69.68,93.71,282.17,中
RE01081,2024-01-01,2024,1,四川,西南,光伏,6102.94,597.9,102.82,5.63,50.43,4.82,62.49,94.66,298.32,中
RE01099,2024-02-01,2024,2,四川,西南,光伏,6145.59,767.55,133.76,5.94,50.28,5.18,111.0,93.77,264.41,中
RE01117,2024-03-01,2024,3,四川,西南,光伏,6091.06,710.58,122.32,11.84,45.79,4.12,108.21,94.09,259.04,中
RE01135,2024-04-01,2024,4,四川,西南,光伏,6226.06,569.25,99.2,18.53,81.03,5.49,113.29,92.64,224.79,中
RE01153,2024-05-01,2024,5,四川,西南,光伏,6216.4,823.45,138.46,22.56,85.73,4.2,139.8,98.14,305.43,中
RE01171,2024-06-01,2024,6,四川,西南,光伏,6536.8,936.23,151.36,26.32,95.39,4.65,165.84,96.2,381.58,中
RE01189,2024-07-01,2024,7,四川,西南,光伏,6523.54,822.87,135.1,25.77,142.97,2.97,145.66,93.52,309.96,中
RE01207,2024-08-01,2024,8,四川,西南,光伏,6703.1,690.63,107.08,25.05,138.75,3.27,133.39,94.46,428.95,中
RE01225,2024-09-01,2024,9,四川,西南,光伏,6680.32,619.84,96.76,22.69,172.37,2.96,106.13,95.13,277.12,中
RE01243,2024-10-01,2024,10,四川,西南,光伏,6659.5,629.76,96.96,19.01,124.2,3.18,89.42,94.13,332.03,中
RE01261,2024-11-01,2024,11,四川,西南,光伏,7041.83,601.58,91.15,16.02,87.95,3.16,68.23,91.88,318.76,中
RE01279,2024-12-01,2024,12,四川,西南,光伏,6920.52,645.52,98.29,7.16,54.73,3.66,85.69,94.67,246.32,中
RE01297,2025-01-01,2025,1,四川,西南,光伏,7005.57,783.17,109.41,6.25,31.66,5.81,79.63,98.67,315.55,高
RE01315,2025-02-01,2025,2,四川,西南,光伏,7311.74,791.74,111.97,9.26,42.03,4.36,88.7,97.06,365.32,高
RE01333,2025-03-01,2025,3,四川,西南,光伏,7148.45,829.96,121.86,9.12,44.1,5.64,103.06,95.17,339.16,高
RE01351,2025-04-01,2025,4,四川,西南,光伏,7092.04,897.86,133.0,15.44,77.74,5.08,140.36,95.63,315.95,高
RE01369,2025-05-01,2025,5,四川,西南,光伏,7172.47,914.65,135.73,23.97,82.39,4.43,134.23,94.35,290.43,高
RE01387,2025-06-01,2025,6,四川,西南,光伏,7543.77,1022.73,142.94,26.48,114.31,3.6,161.93,94.85,385.27,高
RE01405,2025-07-01,2025,7,四川,西南,光伏,7845.95,958.74,131.07,28.58,123.05,3.84,153.13,93.4,419.88,高
RE01423,2025-08-01,2025,8,四川,西南,光伏,7757.99,853.1949999999999,108.75,27.99,142.56,2.8,120.71,93.98,387.48,高
RE01441,2025-09-01,2025,9,四川,西南,光伏,7814.85,747.65,99.79,25.08,144.2,3.49,104.5,97.87,323.53,高
RE01459,2025-10-01,2025,10,四川,西南,光伏,7839.95,669.2,90.82,18.43,128.69,3.74,94.4,95.12,361.94,高
RE01477,2025-11-01,2025,11,四川,西南,光伏,8178.62,700.2,94.03,9.04,108.07,4.36,87.37,91.28,427.85,高
RE01495,2025-12-01,2025,12,四川,西南,光伏,8264.78,891.3,113.21,4.0,45.59,4.39,69.71,93.35,466.48,高
RE00003,2019-01-01,2019,1,四川,西南,水电,52504.66,7296.0,155.71,8.21,74.91,3.71,97.47,86.87,1082.3,低
RE00021,2019-02-01,2019,2,四川,西南,水电,51825.09,5753.91,122.3,11.26,37.07,5.01,98.49,89.32,806.16,低
RE00039,2019-03-01,2019,3,四川,西南,水电,52355.5,6647.21,141.91,13.76,66.62,4.42,111.45,88.2,733.73,低
RE00057,2019-04-01,2019,4,四川,西南,水电,52593.93,6618.37,139.22,15.26,81.125,4.31,132.25,90.83,1055.26,低
RE00075,2019-05-01,2019,5,四川,西南,水电,53600.12,7856.39,164.33,24.48,95.63,2.93,150.27,88.56,887.43,低
RE00093,2019-06-01,2019,6,四川,西南,水电,51935.39,9618.27,207.69,25.66,127.63,2.87,126.87,88.29,864.03,低
RE00111,2019-07-01,2019,7,四川,西南,水电,53497.91,10680.67,221.23,25.22,160.33,2.99,151.05,91.0,862.09,低
RE00129,2019-08-01,2019,8,四川,西南,水电,52683.21,11354.37,243.32,25.24,151.79,2.5,129.64,88.47,1066.08,低
RE00147,2019-09-01,2019,9,四川,西南,水电,53788.5,10305.59,211.73,22.16,140.12,2.44,113.94,88.48,856.2,低
RE00165,2019-10-01,2019,10,四川,西南,水电,53256.84,10273.59,212.99,16.91,152.3,3.56,66.58,89.34,1038.22,低
RE00183,2019-11-01,2019,11,四川,西南,水电,53584.69,9249.02,191.62,8.78,105.11,3.62,84.99,89.72,1257.65,低
RE00201,2019-12-01,2019,12,四川,西南,水电,53269.01,8574.3,176.6,9.25,85.0,4.66,67.18,91.34,1094.91,低
RE00219,2020-01-01,2020,1,四川,西南,水电,54138.47,6249.19,127.55,8.47,47.49,4.43,71.64,91.15,866.42,低
RE00237,2020-02-01,2020,2,四川,西南,水电,54238.28,5169.96,104.68,8.04,40.07,4.4,71.93,90.82,865.22,低
RE00255,2020-03-01,2020,3,四川,西南,水电,53410.13,7010.39,139.12,13.75,63.42,4.61,112.7,92.21,1127.48,低
RE00273,2020-04-01,2020,4,四川,西南,水电,54015.18,6846.24,139.91,16.26,67.95,5.25,138.92,91.98,1171.28,低
RE00291,2020-05-01,2020,5,四川,西南,水电,52279.86,8651.89,183.48,23.27,114.62,3.93,135.35,91.24,1088.99,低
RE00309,2020-06-01,2020,6,四川,西南,水电,55140.35,9068.74,184.75,27.19,109.68,3.95,140.06,90.82,1012.48,低
RE00327,2020-07-01,2020,7,四川,西南,水电,53672.28,9603.83,199.0,29.73,120.38,2.78,153.28,91.96,1070.4,低
RE00345,2020-08-01,2020,8,四川,西南,水电,54948.8,12167.34,251.91,23.45,181.36,2.02,119.57,89.23,1027.54,低
RE00363,2020-09-01,2020,9,四川,西南,水电,55046.95,10904.99,219.38,21.51,142.27,3.39,96.37,91.07,893.53,低
RE00381,2020-10-01,2020,10,四川,西南,水电,54225.5,9275.23,192.27,18.83,128.96,3.26,96.33,89.72,824.47,低
RE00399,2020-11-01,2020,11,四川,西南,水电,54455.17,8276.03,168.07,10.85,94.73,3.93,79.61,91.19,1133.47,低
RE00417,2020-12-01,2020,12,四川,西南,水电,55057.38,8017.83,157.05,4.4,70.76,4.74,72.43,92.59,942.8,低
RE00435,2021-01-01,2021,1,四川,西南,水电,55602.31,9090.82,176.8,4.61,85.92,4.89,69.76,91.99,1161.8,低
RE00453,2021-02-01,2021,2,四川,西南,水电,54996.98,6080.55,121.21,7.79,47.9,5.75,79.36,92.85,923.61,低
